date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:47:02	7738/7738	---M--	200	added ('OK')	image/jpeg	etag:%221e3a-65c1ff54-fa09228f3ef20f8f;;;%22	https://helpdesk-user.com/portal/logo/lg/d12b6e114af8c47a6eec19a576f1022032a5ee4f8cafee612049f4796c803c7e.jpeg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/d12b6e114af8c47a6eec19a576f1022032a5ee4f8cafee612049f4796c803c7e.jpg	(from https://helpdesk-user.com/portal/)
02:47:03	13243/13243	---M--	200	added ('OK')	image/jpeg	etag:%2233bb-65c1ff54-4ce7d76843f2f76;;;%22	https://helpdesk-user.com/portal/logo/lg/3d56ed42374504f1bb2ba368094269eaea461c075ab796d504f354baac213dc5.jpeg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/3d56ed42374504f1bb2ba368094269eaea461c075ab796d504f354baac213dc5.jpg	(from https://helpdesk-user.com/portal/)
02:47:03	13710/13710	---M--	200	added ('OK')	image/jpeg	etag:%22358e-65c1ff54-7f75d0e7beccd075;;;%22	https://helpdesk-user.com/portal/logo/lg/1e04cf5cddcd84edb1370b12eae1fcecedf125b77209fff80e7ef2a6d3c74719.jpeg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/1e04cf5cddcd84edb1370b12eae1fcecedf125b77209fff80e7ef2a6d3c74719.jpg	(from https://helpdesk-user.com/portal/)
02:47:04	11668/11668	---M--	200	added ('OK')	image/jpeg	etag:%222d94-65c1ff54-5678bac38404f50a;;;%22	https://helpdesk-user.com/portal/logo/lg/15d1d97de89526a3c259a235304a7c510c40cda3331f0f8433da860ecc528bef.jpeg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/15d1d97de89526a3c259a235304a7c510c40cda3331f0f8433da860ecc528bef.jpg	(from https://helpdesk-user.com/portal/)
02:47:04	9425/9425	---M--	200	added ('OK')	image/jpeg	etag:%2224d1-65c1ff54-7c61e30b680eb577;;;%22	https://helpdesk-user.com/portal/logo/lg/0fa0f603076de79bbac9a4d47770186de8913da63c8a4070c500a783cddbd1e3.jpeg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/0fa0f603076de79bbac9a4d47770186de8913da63c8a4070c500a783cddbd1e3.jpg	(from https://helpdesk-user.com/portal/)
02:47:04	31255/31255	---M--	200	added ('OK')	image/jpeg	etag:%227a17-65c1ff54-30337223099f730d;;;%22	https://helpdesk-user.com/portal/logo/lg/19ad8334f0f034f4176a95722b5746b539b47b37ce17a5abde4755956d05d44c.jpeg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/19ad8334f0f034f4176a95722b5746b539b47b37ce17a5abde4755956d05d44c.jpg	(from https://helpdesk-user.com/portal/)
02:47:04	7091/7091	---M--	200	added ('OK')	image/jpeg	etag:%221bb3-65c1ff54-b4f5a6064e0b0089;;;%22	https://helpdesk-user.com/portal/logo/lg/95501c1a07c8eb575cb28c753ab9044259546ebcefcd3645461086e49b671f5c.jpeg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/95501c1a07c8eb575cb28c753ab9044259546ebcefcd3645461086e49b671f5c.jpg	(from https://helpdesk-user.com/portal/)
02:47:05	8981/8981	---M--	200	added ('OK')	image/jpeg	etag:%222315-65c1ff54-f294fe05932016e7;;;%22	https://helpdesk-user.com/portal/logo/lg/78640a74036794a5b7f8ea501887c168232723696db4231f54abd3fe524037b4.jpeg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/78640a74036794a5b7f8ea501887c168232723696db4231f54abd3fe524037b4.jpg	(from https://helpdesk-user.com/portal/)
02:47:05	6667/6667	---M--	200	added ('OK')	image/jpeg	etag:%221a0b-65c1ff54-e44a3826a4334b00;;;%22	https://helpdesk-user.com/portal/logo/lg/d612ddb7326d7d64428d035971b82247322a4ffcf126027560502eff4c02bd1c.jpeg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/d612ddb7326d7d64428d035971b82247322a4ffcf126027560502eff4c02bd1c.jpg	(from https://helpdesk-user.com/portal/)
02:47:05	9463/9463	---M--	200	added ('OK')	image/jpeg	etag:%2224f7-65c1ff54-900e01b15a8bcbb4;;;%22	https://helpdesk-user.com/portal/logo/lg/55e5b479c9f49ddac5445c24725857f19888da1ef432ae5e4e01f8054d107670.jpeg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/55e5b479c9f49ddac5445c24725857f19888da1ef432ae5e4e01f8054d107670.jpg	(from https://helpdesk-user.com/portal/)
02:47:06	6772/6772	---M--	200	added ('OK')	image/jpeg	etag:%221a74-65c1ff54-2934432964e73c65;;;%22	https://helpdesk-user.com/portal/logo/lg/6193353e17504afc4bb982ee743ab970cd5cf842a35ecc9b7de61c150cf291e0.jpeg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/6193353e17504afc4bb982ee743ab970cd5cf842a35ecc9b7de61c150cf291e0.jpg	(from https://helpdesk-user.com/portal/)
02:47:06	4793/4793	---M--	200	added ('OK')	image/jpeg	etag:%2212b9-65c1ff54-d6a8f1f611dff5f5;;;%22	https://helpdesk-user.com/portal/logo/lg/4e6af4201658b52daad51a279bb363a08b3927e74c0f27abeca3b0110bddf0a9.jpeg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/4e6af4201658b52daad51a279bb363a08b3927e74c0f27abeca3b0110bddf0a9.jpg	(from https://helpdesk-user.com/portal/)
02:47:06	9909/9909	---M--	200	added ('OK')	image/jpeg	etag:%2226b5-65c1ff54-bbeb5dd708d9bf66;;;%22	https://helpdesk-user.com/portal/logo/lg/b13fcc7e3500a4580c9a5341ed64c49c17d7f864497881048eb160c089be5346.jpeg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/b13fcc7e3500a4580c9a5341ed64c49c17d7f864497881048eb160c089be5346.jpg	(from https://helpdesk-user.com/portal/)
02:47:06	12210/12210	---M--	200	added ('OK')	image/jpeg	etag:%222fb2-65c1ff54-eb3a2ed3b1dffff4;;;%22	https://helpdesk-user.com/portal/logo/lg/13c6a06b733edf51784f669f508826b2ab0dc80122a8b5d25d84b17d94bbdf70.jpeg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/13c6a06b733edf51784f669f508826b2ab0dc80122a8b5d25d84b17d94bbdf70.jpg	(from https://helpdesk-user.com/portal/)
02:47:07	9058/9058	---M--	200	added ('OK')	image/jpeg	etag:%222362-65c1ff54-2b4c8876e08f7190;;;%22	https://helpdesk-user.com/portal/logo/lg/0aafbedfb8eb56dae59ecc37c9a5388509cf9c082635e3f752581cc7128a17c0.jpeg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/0aafbedfb8eb56dae59ecc37c9a5388509cf9c082635e3f752581cc7128a17c0.jpg	(from https://helpdesk-user.com/portal/)
02:47:07	9614/9614	---M--	200	added ('OK')	image/jpeg	etag:%22258e-65c1ff54-c91d8fb0e3abae20;;;%22	https://helpdesk-user.com/portal/logo/lg/761d3d98fd77bdb06e6c90092ee7071c6001e93401d05dcf2b007c1a6c9c222c.jpeg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/761d3d98fd77bdb06e6c90092ee7071c6001e93401d05dcf2b007c1a6c9c222c.jpg	(from https://helpdesk-user.com/portal/)
02:47:07	10969/10969	---M--	200	added ('OK')	image/jpeg	etag:%222ad9-65c1ff54-a7d41bde0ab39ed6;;;%22	https://helpdesk-user.com/portal/logo/lg/0a00cbe128dddd6e096ebb78533a2c16ed409152a377c1f61a6a5ea643a2d950.jpeg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/0a00cbe128dddd6e096ebb78533a2c16ed409152a377c1f61a6a5ea643a2d950.jpg	(from https://helpdesk-user.com/portal/)
02:47:08	8032/8032	---M--	200	added ('OK')	image/jpeg	etag:%221f60-65c1ff54-bc3f005720daf008;;;%22	https://helpdesk-user.com/portal/logo/lg/c04ae532094873c054a6c9339746c39c9ba5839c4d5bb2a1d9db51f9e5e77266.jpeg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/c04ae532094873c054a6c9339746c39c9ba5839c4d5bb2a1d9db51f9e5e77266.jpg	(from https://helpdesk-user.com/portal/)
02:47:08	10771/10771	---M--	200	added ('OK')	image/jpeg	etag:%222a13-65c1ff54-59b1446ee6011ff5;;;%22	https://helpdesk-user.com/portal/logo/lg/ffa139f74d1c8ebbb748cf0166f92d886e8c81b521c2193aa940e00626f4e215.jpeg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/ffa139f74d1c8ebbb748cf0166f92d886e8c81b521c2193aa940e00626f4e215.jpg	(from https://helpdesk-user.com/portal/)
02:47:08	9631/9631	---M--	200	added ('OK')	image/jpeg	etag:%22259f-65c1ff54-cf326448affd7e9d;;;%22	https://helpdesk-user.com/portal/logo/lg/1ce6dae0fea7114846382391d946784d95d9032460a857bb23b55bd9807259d1.jpeg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/1ce6dae0fea7114846382391d946784d95d9032460a857bb23b55bd9807259d1.jpg	(from https://helpdesk-user.com/portal/)
02:47:08	2089/2089	---M--	200	added ('OK')	image/png	etag:%22829-65c1ff54-7c0d6907c98c7307;;;%22	https://helpdesk-user.com/portal/logo/lg/trezor.png	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/trezor.png	(from https://helpdesk-user.com/portal/)
02:47:09	9138/9138	---M--	200	added ('OK')	image/jpeg	etag:%2223b2-65c1ff54-c5e416f832a943c6;;;%22	https://helpdesk-user.com/portal/logo/lg/enjin.jpeg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/enjin.jpg	(from https://helpdesk-user.com/portal/)
02:47:09	42520/42520	---M--	200	added ('OK')	image/png	etag:%22a618-65c1ff54-98b5c40ff2183b61;;;%22	https://helpdesk-user.com/portal/logo/lg/iotex.png	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/iotex.png	(from https://helpdesk-user.com/portal/)
02:47:09	1760/1760	---M--	200	added ('OK')	image/png	etag:%226e0-65c1ff54-879985fc4229b39;;;%22	https://helpdesk-user.com/portal/logo/lg/tomo.png	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/tomo.png	(from https://helpdesk-user.com/portal/)
02:47:10	5902/5902	---M--	200	added ('OK')	image/jpeg	etag:%22170e-65c1ff54-5674c332e699b267;;;%22	https://helpdesk-user.com/portal/logo/lg/vechain.jpeg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/vechain.jpg	(from https://helpdesk-user.com/portal/)
02:47:10	59317/59317	---M--	200	added ('OK')	image/png	etag:%22e7b5-65c1ff54-96ee7814ab8bbfc;;;%22	https://helpdesk-user.com/portal/logo/lg/btc.png	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/btc.png	(from https://helpdesk-user.com/portal/)
02:47:10	88147/88147	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215853-65c1ff55-f8cdec91541dde27;gz%22	https://helpdesk-user.com/portal/files/static/chunks/jquery-3.4.1.min.js	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/files/static/chunks/jquery-3.4.1.min.js	(from https://helpdesk-user.com/portal/)
02:47:11	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-657cb79d-847aca9159939dce;gz%22	https://helpdesk-user.com/img.svg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/img.svg	(from https://helpdesk-user.com/chunks/js/scripts.min.js)
02:47:11	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-657cb79d-847aca9159939dce;gz%22	https://helpdesk-user.com/chunks/fonts/cloudicon/Cloudicond171.eot-h7rmut	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/fonts/cloudicon/Cloudicond171.eot-h7rmut	(from https://helpdesk-user.com/chunks/fonts/cloudicon/cloudicon.css)
02:47:11	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-657cb79d-847aca9159939dce;gz%22	https://helpdesk-user.com/chunks/fonts/cloudicon/Cloudicond171.ttf-h7rmut	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/fonts/cloudicon/Cloudicond171.ttf-h7rmut	(from https://helpdesk-user.com/chunks/fonts/cloudicon/cloudicon.css)
02:47:12	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-657cb79d-847aca9159939dce;gz%22	https://helpdesk-user.com/chunks/fonts/cloudicon/Cloudicond171.woff-h7rmut	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/fonts/cloudicon/Cloudicond171.woff-h7rmut	(from https://helpdesk-user.com/chunks/fonts/cloudicon/cloudicon.css)
02:47:12	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-657cb79d-847aca9159939dce;gz%22	https://helpdesk-user.com/chunks/fonts/cloudicon/Cloudicond171.html	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/fonts/cloudicon/Cloudicond171-4.html	(from https://helpdesk-user.com/chunks/fonts/cloudicon/cloudicon.css)
02:47:12	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-657cb79d-847aca9159939dce;gz%22	https://helpdesk-user.com/chunks/fonts/fontawesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/fonts/fontawesome/webfonts/fa-brands-400.woff2	(from https://helpdesk-user.com/chunks/fonts/fontawesome/css/all.min.css)
02:47:12	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-657cb79d-847aca9159939dce;gz%22	https://helpdesk-user.com/chunks/fonts/fontawesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/fonts/fontawesome/webfonts/fa-brands-400.ttf	(from https://helpdesk-user.com/chunks/fonts/fontawesome/css/all.min.css)
02:47:13	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-657cb79d-847aca9159939dce;gz%22	https://helpdesk-user.com/chunks/fonts/fontawesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/fonts/fontawesome/webfonts/fa-regular-400.woff2	(from https://helpdesk-user.com/chunks/fonts/fontawesome/css/all.min.css)
02:47:13	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-657cb79d-847aca9159939dce;gz%22	https://helpdesk-user.com/chunks/fonts/fontawesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/fonts/fontawesome/webfonts/fa-regular-400.ttf	(from https://helpdesk-user.com/chunks/fonts/fontawesome/css/all.min.css)
02:47:13	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-657cb79d-847aca9159939dce;gz%22	https://helpdesk-user.com/chunks/fonts/fontawesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/fonts/fontawesome/webfonts/fa-solid-900.woff2	(from https://helpdesk-user.com/chunks/fonts/fontawesome/css/all.min.css)
02:47:14	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-657cb79d-847aca9159939dce;gz%22	https://helpdesk-user.com/chunks/fonts/fontawesome/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/fonts/fontawesome/webfonts/fa-solid-900.ttf	(from https://helpdesk-user.com/chunks/fonts/fontawesome/css/all.min.css)
02:47:14	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-657cb79d-847aca9159939dce;gz%22	https://helpdesk-user.com/chunks/fonts/fontawesome/webfonts/fa-v4compatibility.woff2	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/fonts/fontawesome/webfonts/fa-v4compatibility.woff2	(from https://helpdesk-user.com/chunks/fonts/fontawesome/css/all.min.css)
02:47:14	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-657cb79d-847aca9159939dce;gz%22	https://helpdesk-user.com/chunks/fonts/fontawesome/webfonts/fa-v4compatibility.ttf	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/fonts/fontawesome/webfonts/fa-v4compatibility.ttf	(from https://helpdesk-user.com/chunks/fonts/fontawesome/css/all.min.css)
02:47:15	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-657cb79d-847aca9159939dce;gz%22	https://helpdesk-user.com/chunks/fonts/evafeat/evafeatb15a.eot-iltpbu	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/fonts/evafeat/evafeatb15a.eot-iltpbu	(from https://helpdesk-user.com/chunks/fonts/evafeat/evafeat.css)
02:47:15	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-657cb79d-847aca9159939dce;gz%22	https://helpdesk-user.com/chunks/fonts/evafeat/evafeatb15a.ttf-iltpbu	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/fonts/evafeat/evafeatb15a.ttf-iltpbu	(from https://helpdesk-user.com/chunks/fonts/evafeat/evafeat.css)
02:47:15	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-657cb79d-847aca9159939dce;gz%22	https://helpdesk-user.com/chunks/fonts/evafeat/evafeatb15a.woff-iltpbu	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/fonts/evafeat/evafeatb15a.woff-iltpbu	(from https://helpdesk-user.com/chunks/fonts/evafeat/evafeat.css)
02:47:15	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-657cb79d-847aca9159939dce;gz%22	https://helpdesk-user.com/chunks/fonts/evafeat/evafeatb15a.html	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/fonts/evafeat/evafeatb15a-4.html	(from https://helpdesk-user.com/chunks/fonts/evafeat/evafeat.css)
02:47:16	37017/37017	---M-Z	200	added ('OK')	text/html	etag:%229099-65c1ff53-19d03dd8ec6f2b2d;gz%22	https://helpdesk-user.com/index.html	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/index-2.html	(from https://helpdesk-user.com/chunks/css/bootstrap.min.css)
02:47:17	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-657cb79d-847aca9159939dce;gz%22	https://helpdesk-user.com/Montserrat/Montserrat-SemiBold.ttf	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/Montserrat/Montserrat-SemiBold.bf.delayed	(from https://helpdesk-user.com/portal/files/static/css/add.css)
02:47:17	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-657cb79d-847aca9159939dce;gz%22	https://helpdesk-user.com/Montserrat/Montserrat-Regular.ttf	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/Montserrat/Montserrat-Regular.ttf	(from https://helpdesk-user.com/portal/files/static/css/add.css)
